adj_parameter,epoch,Test ACC,Test F1,Test AUC
1,0,0.5283018867924528,0.3340865508618719,0.598752503684037
1,50,0.689937106918239,0.6604686698904132,0.8055478036553254
1,100,0.7421383647798743,0.761413536270983,0.8553711382549377
1,150,0.7553459119496856,0.7716732106010812,0.8659242725737423
1,200,0.7672955974842767,0.7742866958270634,0.868932493878492
1,250,0.7849056603773585,0.7855177107503196,0.870462520461074
1,300,0.7761006289308177,0.7821884292434312,0.871897863931133
1,350,0.7761006289308177,0.7767997438813833,0.8727134969569879
1,400,0.7830188679245284,0.7869973304415729,0.8753712456335407
1,450,0.7867924528301887,0.7890797740608468,0.8739775696998454
1,500,0.7836477987421383,0.7900245404549583,0.8746408239069762
1,550,0.7911949685534592,0.7942147253395903,0.8745374869603413
1,600,0.7905660377358491,0.7922423970592901,0.8781654196369721
1,650,0.7905660377358491,0.7918705034050783,0.8739428353888334
1,700,0.7874213836477988,0.788673246402779,0.8733716867439143
1,750,0.789308176100629,0.7883341196244965,0.8711022712777775
1,800,0.789308176100629,0.7935560544132,0.8722852411704871
1,850,0.790566037735849,0.794984526593849,0.8726495380400877
1,900,0.7962264150943397,0.8008837813262825,0.8745583856659073
1,950,0.789937106918239,0.7896196566158483,0.8736583509707907
1,1000,0.7886792452830189,0.7900539420481109,0.8739408608285175
1,1050,0.7855345911949686,0.7898985011029183,0.869837220531531
1,1100,0.7930817610062894,0.797415165045058,0.8712515542067133
1,1150,0.7880503144654089,0.7909705223393417,0.8707892900163875
1,1200,0.7842767295597485,0.7866068197451614,0.8704318526218237
1,1250,0.7905660377358491,0.7947715752041903,0.8717264408329981
1,1300,0.790566037735849,0.7949782449459318,0.8708985724443775
1,1350,0.790566037735849,0.7975740642227593,0.8715556494828433
1,1400,0.789308176100629,0.7968771353623507,0.8676462893155275
1,1450,0.789308176100629,0.7938990841072946,0.8663455510702377
1,1500,0.7830188679245284,0.7868345918920523,0.8647870988435115
1,1550,0.789308176100629,0.794413084958449,0.8720420687566299
1,1600,0.789937106918239,0.7954668788704211,0.8657534401738837
1,1650,0.7836477987421383,0.7873720236042127,0.8675274903138934
1,1700,0.7817610062893082,0.7837112287408128,0.8666509272362696
1,1750,0.7767295597484277,0.7812749128908737,0.8631541884844681
1,1800,0.779245283018868,0.7841153897941747,0.8643999335783329
1,1850,0.7786163522012579,0.7831530477248208,0.8643973762049943
1,1900,0.7842767295597484,0.7874712794952025,0.8673762465078761
1,1950,0.7773584905660377,0.7818071825428111,0.8633672986001819
1,2000,0.7779874213836478,0.7848996536998343,0.8640805852064289
1,2050,0.7823899371069183,0.787089663966597,0.8622059134301179
1,2100,0.769182389937107,0.7732842897685417,0.8636428536640687
1,2150,0.779245283018868,0.7862043255285662,0.8637126458134172
1,2200,0.7836477987421383,0.7856848274686397,0.8640727247679995
1,2250,0.781132075471698,0.7851014097234539,0.8628592547136423
1,2300,0.7842767295597484,0.786567404439159,0.8615241685347761
1,2350,0.7761006289308177,0.7808054099326956,0.8602125852824986
1,2400,0.779245283018868,0.7842200791198405,0.8600238598502822
1,2450,0.7786163522012579,0.7834022864783226,0.8611820749164047
1,2500,0.780503144654088,0.7882191080047762,0.8603765466113587
2,0,0.49559748427672956,0.5164239643707147,0.46718881564879633
2,50,0.5635220125786163,0.5799216499372893,0.6697407977928711
2,100,0.6786163522012578,0.7109103190075463,0.8247808643907969
2,150,0.7339622641509433,0.7595853546537911,0.8535551659312508
2,200,0.7559748427672957,0.7633437030434732,0.8559469558977756
2,250,0.7773584905660377,0.787606100269953,0.863938746884745
2,300,0.7742138364779874,0.7826836746536775,0.8641745324392383
2,350,0.7735849056603773,0.7815603479070945,0.86459066812683
2,400,0.7861635220125787,0.7910172130420766,0.865142870130334
2,450,0.7867924528301887,0.7927756670756615,0.8680293639893447
2,500,0.7723270440251573,0.7716568291225967,0.8649140511975613
2,550,0.7842767295597484,0.7869501942247289,0.8679492328807662
2,600,0.7861635220125787,0.7883300676563626,0.8632861846179107
2,650,0.779874213836478,0.7834751840220482,0.8677946937344237
2,700,0.789937106918239,0.7974101601933993,0.8686219417391067
2,750,0.7823899371069183,0.7896875451918358,0.8676421604574931
2,800,0.7861635220125787,0.7861875553386736,0.8651998434081366
2,850,0.789308176100629,0.7899856094641389,0.8651122136551259
2,900,0.7918238993710692,0.7958614541280083,0.8667358340256122
2,950,0.7880503144654089,0.7881778056794846,0.8653747990999678
2,1000,0.7779874213836478,0.7818565239087191,0.8659588950996858
2,1050,0.779245283018868,0.7843847433993855,0.8665524789150633
2,1100,0.789308176100629,0.7920343960299292,0.8655185484360991
2,1150,0.7924528301886793,0.7949583541881916,0.8668219579270688
2,1200,0.790566037735849,0.7891831917383606,0.864895461943678
2,1250,0.7842767295597484,0.7839200588377656,0.8628401707760436
2,1300,0.789937106918239,0.7878231976354243,0.8659379182373397
2,1350,0.7924528301886793,0.791811530017667,0.8681765287999618
2,1400,0.7861635220125787,0.7875847679965505,0.862690770727897
2,1450,0.7974842767295597,0.7955693496143896,0.8632483017714455
2,1500,0.7855345911949686,0.7892930348611297,0.8637497447728885
2,1550,0.7930817610062894,0.7965514482829035,0.86520541944216
2,1600,0.7761006289308177,0.7797721793003838,0.8627698667809565
2,1650,0.7861635220125787,0.781993637385873,0.8610169514402879
2,1700,0.8025157232704403,0.8018984246431748,0.8644355540527189
2,1750,0.7842767295597485,0.7853330907019305,0.8613461202000257
2,1800,0.7842767295597485,0.7845744848457955,0.8615632258202172
2,1850,0.7867924528301887,0.7902435967465374,0.8611199252014103
2,1900,0.7949685534591195,0.789256364953171,0.8603013389160931
2,1950,0.7981132075471699,0.7947298939970947,0.863537259911416
2,2000,0.789308176100629,0.79328876303132,0.8638092856284756
2,2050,0.7779874213836478,0.782542855981935,0.8604851451095424
2,2100,0.7930817610062894,0.7922409024104781,0.8604302867031893
2,2150,0.7823899371069183,0.7889378338952509,0.8591542466961946
2,2200,0.7823899371069183,0.7812717942447981,0.8563786055902739
2,2250,0.789937106918239,0.7885537445524666,0.862902162554043
2,2300,0.779245283018868,0.7854889987022778,0.8613277867530519
2,2350,0.79937106918239,0.8028500969961362,0.863123942042457
2,2400,0.7855345911949686,0.7902535212347813,0.8601328938927782
2,2450,0.7874213836477987,0.7861379115648892,0.8601265884727793
2,2500,0.7849056603773585,0.7829094078561407,0.8587799281328693
3,0,0.5132075471698113,0.46297338404939625,0.47501622019895884
3,50,0.6018867924528302,0.6522431096564574,0.7227708480312145
3,100,0.6773584905660377,0.7198513025720733,0.8085744057185716
3,150,0.7333333333333333,0.7470282923205055,0.83532856345055
3,200,0.738993710691824,0.7432257956490774,0.8404817530588987
3,250,0.761006289308176,0.7704014472096387,0.8506557602010834
3,300,0.7672955974842767,0.7728814320065187,0.8547389447582312
3,350,0.769811320754717,0.7616780316366507,0.8523274224079432
3,400,0.769182389937107,0.7738747845738434,0.8560492248563608
3,450,0.7679245283018868,0.7654043063133684,0.8573535520517198
3,500,0.7779874213836478,0.7752260773948895,0.8557036781925885
3,550,0.7786163522012579,0.7737839647931859,0.8526080307599112
3,600,0.7786163522012579,0.7716738610194621,0.8522231447969152
3,650,0.7685534591194969,0.7683448416571573,0.8516565334197927
3,700,0.7729559748427673,0.7716811151071551,0.853826834956536
3,750,0.7773584905660377,0.7771195195286628,0.8520103486998375
3,800,0.770440251572327,0.7674132612521517,0.8517257879803685
3,850,0.7679245283018867,0.7684522681641754,0.8529006613408735
3,900,0.7679245283018867,0.7644821992607315,0.8521276163388024
3,950,0.7679245283018867,0.7698345154528495,0.8483502052253258
3,1000,0.7729559748427673,0.7705840201209696,0.8492408880094512
3,1050,0.7622641509433963,0.7586453728463491,0.8462390883162338
3,1100,0.7666666666666667,0.7624080139562186,0.8457065236096094
3,1150,0.7710691823899372,0.7663654049943602,0.8507372754036207
3,1200,0.7729559748427673,0.7749993332606129,0.8497563906503154
3,1250,0.7666666666666667,0.7653108589911077,0.844365117631752
3,1300,0.759119496855346,0.7505763854260916,0.8441619698384404
3,1350,0.7622641509433963,0.7608138373712869,0.8460433788683548
3,1400,0.7654088050314466,0.756739734774888,0.8407079274167027
3,1450,0.7710691823899372,0.7639303898168917,0.8441528674725396
3,1500,0.759748427672956,0.7545337523710782,0.838325643123618
3,1550,0.759119496855346,0.7535686332284567,0.8380244837130083
3,1600,0.7666666666666667,0.7619482839936642,0.84115272298686
3,1650,0.760377358490566,0.7546041783624223,0.8403514119010744
3,1700,0.759119496855346,0.7538370361049985,0.8395999462875066
3,1750,0.7710691823899372,0.7649395535688814,0.8439703551564689
3,1800,0.7660377358490567,0.7651502155856105,0.8364838159804407
3,1850,0.769811320754717,0.7695254920235014,0.8402957596352003
3,1900,0.7679245283018867,0.762292386808076,0.8379568317143051
3,1950,0.7641509433962264,0.7556236564590092,0.8377093956973417
3,2000,0.7572327044025157,0.7438994706328663,0.8393234139159886
3,2050,0.7559748427672957,0.759540354885212,0.8390130862744171
3,2100,0.7735849056603773,0.7681240601842556,0.8404941194560288
3,2150,0.7528301886792453,0.7435903393554905,0.8406311663264411
3,2200,0.7660377358490567,0.7640507885085963,0.8360222375752752
3,2250,0.7427672955974843,0.7440063054266747,0.8363849592494722
3,2300,0.760377358490566,0.7481579229514456,0.835559744248751
3,2350,0.7540880503144654,0.7474025507350729,0.8389984595924809
3,2400,0.7754716981132076,0.7706959398579465,0.8384716961134512
3,2450,0.7622641509433963,0.7550864351973957,0.8361326065448533
3,2500,0.7754716981132076,0.7695507669539061,0.843986867109818
4,0,0.4981132075471698,0.3178586502048214,0.5257387017068792
4,50,0.6018867924528302,0.6598792870864335,0.7217634122368934
4,100,0.6547169811320754,0.6787613126053007,0.7949966443606752
4,150,0.6981132075471698,0.723815396867002,0.834051857835368
4,200,0.740251572327044,0.7512276549473944,0.8411363905389941
4,250,0.7635220125786163,0.7780719084688953,0.8445855986044027
4,300,0.759119496855346,0.7700978516048275,0.8448589425503601
4,350,0.7666666666666667,0.7762584887563099,0.8430740787124587
4,400,0.7685534591194969,0.7732994963565639,0.8468454534322423
4,450,0.7641509433962264,0.7688277823247155,0.8466759336952201
4,500,0.7836477987421383,0.7847428302615055,0.8474320611172106
4,550,0.7685534591194969,0.7766282959208473,0.8468756038596925
4,600,0.7716981132075472,0.7713670396371566,0.8428075186358697
4,650,0.7830188679245284,0.7826316007193937,0.8498565208497706
4,700,0.7748427672955975,0.7734737584549797,0.8457771128653481
4,750,0.7735849056603773,0.7717016425242877,0.845240794546002
4,800,0.7723270440251573,0.7755229551899921,0.8473767481491685
4,850,0.7622641509433963,0.756868246596887,0.8421267549907859
4,900,0.7635220125786163,0.7592321706324213,0.845457796498298
4,950,0.779874213836478,0.7779281152647496,0.8480408511806775
4,1000,0.7635220125786163,0.7578836584872977,0.842980464283743
4,1050,0.7679245283018867,0.7668520846488964,0.8459835372135276
4,1100,0.7666666666666667,0.7650751012995076,0.840694753244898
4,1150,0.7710691823899372,0.7720210898274035,0.8386404850729826
4,1200,0.7628930817610063,0.7578227436059441,0.846361681516455
4,1250,0.7635220125786163,0.7630818566018487,0.8427720398641324
4,1300,0.770440251572327,0.7653484192258841,0.843741333294371
4,1350,0.7742138364779874,0.7709339468897854,0.8416088441006474
4,1400,0.7622641509433963,0.7506353549153358,0.8435087913622147
4,1450,0.7672955974842767,0.7651806053210388,0.8404642092968998
4,1500,0.7635220125786163,0.7610391860569032,0.8413375063719808
4,1550,0.7754716981132076,0.7705985371221138,0.8452070124953442
4,1600,0.769182389937107,0.76221732264848,0.8430554706731177
4,1650,0.7786163522012579,0.7786568442903169,0.8438992415313534
4,1700,0.7641509433962264,0.7605209843627015,0.8416847995035073
4,1750,0.769811320754717,0.7628690737172731,0.8417505339940249
4,1800,0.7578616352201257,0.7489139234122553,0.8435809286788072
4,1850,0.7716981132075472,0.7658481034537158,0.8417882953148141
4,1900,0.7534591194968553,0.742615606580502,0.8353595673407631
4,1950,0.7559748427672957,0.7373560895727966,0.8403676402172062
4,2000,0.7566037735849057,0.7449654347686109,0.8393183028800194
4,2050,0.7679245283018867,0.7595750442046822,0.8416326023703072
4,2100,0.7622641509433963,0.7580203347495578,0.8350481257911345
4,2150,0.7647798742138365,0.7591942078938809,0.8335295801380661
4,2200,0.7723270440251573,0.76792467196894,0.8397880327822469
4,2250,0.7628930817610063,0.7572446778041557,0.8386588294201601
4,2300,0.769182389937107,0.7646848168622629,0.838018444072446
4,2350,0.7559748427672957,0.7414479375578761,0.8393103042177295
4,2400,0.759748427672956,0.7518620442353086,0.8386464096816073
4,2450,0.7685534591194969,0.7624874107048586,0.8379174015027437
4,2500,0.7679245283018867,0.7633248730976987,0.8354335331085572
5,0,0.4723270440251572,0.3323641781059396,0.46587027064510184
5,50,0.5672955974842767,0.636536457028798,0.7127175040574268
5,100,0.6415094339622641,0.7045248191809785,0.7849524168998614
5,150,0.6748427672955974,0.7198664429460888,0.7995495597477276
5,200,0.7119496855345911,0.7400193633659973,0.8029628885168905
5,250,0.7283018867924528,0.7509630259812159,0.8082355738122372
5,300,0.729559748427673,0.7481839469812954,0.8112921085307777
5,350,0.7314465408805031,0.7407216032554534,0.8129121740433216
5,400,0.7339622641509433,0.7493999588226483,0.8145742408239997
5,450,0.7339622641509433,0.74675653682162,0.8156417460178308
5,500,0.7547169811320754,0.7636042092098839,0.8148209231034689
5,550,0.7477987421383647,0.7470128041404214,0.81480767494943
5,600,0.7371069182389937,0.7390558864716053,0.818802575277503
5,650,0.739622641509434,0.7428525269362841,0.8148282723919175
5,700,0.7333333333333333,0.7438395413742687,0.8124901258069049
5,750,0.7314465408805031,0.7454846530842023,0.8122080623936939
5,800,0.7358490566037736,0.7431647145686294,0.817208673037024
5,850,0.7339622641509433,0.7382606030905111,0.8147673203078217
5,900,0.7421383647798742,0.742152522453317,0.8134243201171841
5,950,0.7371069182389937,0.7402120747194593,0.8099574184699546
5,1000,0.730188679245283,0.7281367083186392,0.8101428796390223
5,1050,0.7383647798742138,0.7375672359822774,0.8058873937056193
5,1100,0.7421383647798743,0.742141820980382,0.8128969768400819
5,1150,0.7283018867924528,0.7262694626770055,0.8125825838863447
5,1200,0.7345911949685534,0.7275817117297885,0.8092797752980974
5,1250,0.7339622641509433,0.7296308591918576,0.8084755898053874
5,1300,0.7232704402515723,0.7265675448623458,0.8074237366084039
5,1350,0.7220125786163522,0.7197739269065198,0.8074451439128392
5,1400,0.7415094339622641,0.7395786889658748,0.8070912367927796
5,1450,0.7484276729559748,0.7514791471016724,0.8069517640472318
5,1500,0.7415094339622641,0.7413508358201014,0.8092811809605445
5,1550,0.7452830188679246,0.7310019719116575,0.8091998580190479
5,1600,0.7471698113207547,0.7416199238742415,0.809640571578855
5,1650,0.738993710691824,0.7338004784688745,0.807195465236931
5,1700,0.7371069182389937,0.7357154611977866,0.8054322148796593
5,1750,0.7371069182389937,0.7395838373718994,0.812017028437472
5,1800,0.7352201257861635,0.7269366714230692,0.8072101044425056
5,1850,0.7484276729559748,0.7467132527840608,0.8111665296024023
5,1900,0.730817610062893,0.726857780872025,0.8070529026314948
5,1950,0.7421383647798742,0.7375670032302725,0.8079482082616123
5,2000,0.7371069182389937,0.7443061186762485,0.8081512296589443
5,2050,0.7283018867924528,0.7288890212018712,0.806870642411626
5,2100,0.7440251572327043,0.7427664509150508,0.806710921030111
5,2150,0.7377358490566037,0.7466325913961458,0.8087268766092296
5,2200,0.7484276729559748,0.7391150204404856,0.8074027284369618
5,2250,0.7314465408805031,0.7380892345696025,0.8020525644932588
5,2300,0.7459119496855346,0.7401927571539779,0.8082787114845938
5,2350,0.7226415094339623,0.7225892104438231,0.8088576083190355
5,2400,0.7446540880503144,0.7483199227520742,0.8094425250809051
5,2450,0.7377358490566037,0.7314867767854292,0.803413862647228
5,2500,0.7364779874213837,0.7305452173854863,0.8100152772153736
